dataset,metric,nli,nli_weight,avg
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.0,0.6920018621973929
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.1,0.7877498448168839
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.2,0.862911235257604
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.3,0.9008845437616387
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.4,0.9060148975791434
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.5,0.9026815642458099
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.6,0.9013407821229049
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.7,0.9025822470515207
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.8,0.9043792675356921
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,0.9,0.9082681564245809
summ_google,BARTScore_bart-large-cnn,NLI1Score_monolingual,1.0,0.9066014897579144
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.0,0.6920018621973929
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.1,0.7752638112973309
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.2,0.8376474239602731
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.3,0.8833333333333333
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.4,0.8933333333333332
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.5,0.8944444444444445
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.6,0.9005555555555556
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.7,0.8999999999999999
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.8,0.8983333333333334
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,0.9,0.8977777777777778
summ_google,BARTScore_bart-large-cnn,NLI2Score_monolingual,1.0,0.841111111111111
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.0,0.7921911855990068
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.1,0.8644785847299814
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.2,0.9006548727498447
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.3,0.9087585350713842
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.4,0.9088237119801366
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.5,0.9049348230912477
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.6,0.9038237119801367
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.7,0.903268156424581
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.8,0.9077777777777778
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,0.9,0.9111111111111112
summ_google,BARTScore_bart-large-cnn+para_bi,NLI1Score_monolingual,1.0,0.9066014897579144
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.0,0.7921911855990068
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.1,0.8542489137181875
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.2,0.883268156424581
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.3,0.8922222222222221
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.4,0.8983333333333334
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.5,0.9011111111111112
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.6,0.9027777777777778
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.7,0.8994444444444443
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.8,0.8988888888888888
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,0.9,0.8961111111111111
summ_google,BARTScore_bart-large-cnn+para_bi,NLI2Score_monolingual,1.0,0.841111111111111
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.0,0.5740068280571075
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.1,0.6664804469273743
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.2,0.7657914338919926
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.3,0.8263780260707635
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.4,0.8500372439478585
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.5,0.8593171942892613
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.6,0.8612445685909373
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.7,0.8623556797020484
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.8,0.8694785847299813
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,0.9,0.8825822470515208
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI1Score_monolingual,1.0,0.9066014897579144
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.0,0.5740068280571075
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.1,0.6591247672253259
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.2,0.7419304779639975
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.3,0.8052948479205464
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.4,0.8304252017380509
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.5,0.8409807572936064
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.6,0.8482681564245811
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.7,0.8538237119801365
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.8,0.8538237119801365
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,0.9,0.855
summ_google,BERTScore_roberta-large_L17_idf_version=0.3.11(hug_trans=4.17.0),NLI2Score_monolingual,1.0,0.841111111111111
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.0,0.2511949099937926
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.1,0.3285381750465549
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.2,0.417163252638113
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.3,0.5436654252017381
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.4,0.6078801986343886
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.5,0.6338919925512103
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.6,0.6545779019242706
summ_google,MoverScore_bert_mnli_1-gram_idf(True),NLI1Score_monolingual,0.7,0.6720608317815022
